2025-07-28 16:42:24 | Mineralys Therapeutics, Inc. | Officer | Shares: 12946 | Value: $181,803.62 | Outstanding: 65,175,287 | Percent: 0.019863% | Link: https://www.sec.gov/Archives/edgar/data/1933414/000196430625000292/0001964306-25-000292.txt
2025-07-28 16:42:25 | Mineralys Therapeutics, Inc. | Officer | Shares: 12946 | Value: $181,803.62 | Outstanding: 65,175,287 | Percent: 0.019863% | Link: https://www.sec.gov/Archives/edgar/data/1693134/000196430625000292/0001964306-25-000292.txt
2025-07-28 16:42:26 | MOHAWK INDUSTRIES INC | Affiliate | Shares: 16000 | Value: $1,933,046.71 | Outstanding: 62,520,000 | Percent: 0.025592% | Link: https://www.sec.gov/Archives/edgar/data/925177/000105407425000113/0001054074-25-000113.txt
2025-07-28 16:42:28 | MOHAWK INDUSTRIES INC | Affiliate | Shares: 16000 | Value: $1,933,046.71 | Outstanding: 62,520,000 | Percent: 0.025592% | Link: https://www.sec.gov/Archives/edgar/data/851968/000105407425000113/0001054074-25-000113.txt
2025-07-28 16:42:29 | NXP SEMICONDUCTORS N.V. | Officer | Shares: 6785 | Value: $1,542,505.97 | Outstanding: 252,114,595 | Percent: 0.002691% | Link: https://www.sec.gov/Archives/edgar/data/1888543/000195004725005232/0001950047-25-005232.txt
2025-07-28 16:42:30 | NXP SEMICONDUCTORS N.V. | Officer | Shares: 6785 | Value: $1,542,505.97 | Outstanding: 252,114,595 | Percent: 0.002691% | Link: https://www.sec.gov/Archives/edgar/data/1413447/000195004725005232/0001950047-25-005232.txt
2025-07-28 16:42:31 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Outstanding: 72,412,725 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/1502211/000195004725005231/0001950047-25-005231.txt
2025-07-28 16:42:32 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Outstanding: 72,412,725 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/731012/000195004725005231/0001950047-25-005231.txt
2025-07-28 16:42:33 | Super Micro Computer, Inc. | Officer | Shares: 200000 | Value: $12,000,200.0 | Outstanding: 596,817,646 | Percent: 0.033511% | Link: https://www.sec.gov/Archives/edgar/data/1392942/000200731725000761/0002007317-25-000761.txt
2025-07-28 16:42:34 | Super Micro Computer, Inc. | Officer | Shares: 200000 | Value: $12,000,200.0 | Outstanding: 596,817,646 | Percent: 0.033511% | Link: https://www.sec.gov/Archives/edgar/data/1375365/000200731725000761/0002007317-25-000761.txt
2025-07-28 16:50:49 | Mineralys Therapeutics, Inc. | Officer | Shares: 12946 | Value: $181,803.62 | Outstanding: 65,175,287 | Percent: 0.019863% | Link: https://www.sec.gov/Archives/edgar/data/1933414/000196430625000292/0001964306-25-000292.txt
2025-07-28 16:50:50 | Mineralys Therapeutics, Inc. | Officer | Shares: 12946 | Value: $181,803.62 | Outstanding: 65,175,287 | Percent: 0.019863% | Link: https://www.sec.gov/Archives/edgar/data/1693134/000196430625000292/0001964306-25-000292.txt
2025-07-28 16:50:51 | MOHAWK INDUSTRIES INC | Affiliate | Shares: 16000 | Value: $1,933,046.71 | Outstanding: 62,520,000 | Percent: 0.025592% | Link: https://www.sec.gov/Archives/edgar/data/925177/000105407425000113/0001054074-25-000113.txt
2025-07-28 16:50:52 | MOHAWK INDUSTRIES INC | Affiliate | Shares: 16000 | Value: $1,933,046.71 | Outstanding: 62,520,000 | Percent: 0.025592% | Link: https://www.sec.gov/Archives/edgar/data/851968/000105407425000113/0001054074-25-000113.txt
2025-07-28 16:50:54 | NXP SEMICONDUCTORS N.V. | Officer | Shares: 6785 | Value: $1,542,505.97 | Outstanding: 252,114,595 | Percent: 0.002691% | Link: https://www.sec.gov/Archives/edgar/data/1888543/000195004725005232/0001950047-25-005232.txt
2025-07-28 16:50:55 | NXP SEMICONDUCTORS N.V. | Officer | Shares: 6785 | Value: $1,542,505.97 | Outstanding: 252,114,595 | Percent: 0.002691% | Link: https://www.sec.gov/Archives/edgar/data/1413447/000195004725005232/0001950047-25-005232.txt
2025-07-28 16:50:56 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Outstanding: 72,412,725 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/1502211/000195004725005231/0001950047-25-005231.txt
2025-07-28 16:50:57 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Outstanding: 72,412,725 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/731012/000195004725005231/0001950047-25-005231.txt
2025-07-28 17:02:18 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/731012/000195004725005231/0001950047-25-005231.txt
2025-08-18 13:21:12 | GUTKOWSKI ROBERT M | Director | Shares: 18334 | Value: $363,929.9 | Percent: 2.779209% | Link: https://www.sec.gov/Archives/edgar/data/1981535/000197309725000016/0001973097-25-000016.txt
2025-08-18 13:21:12 | GUTKOWSKI ROBERT M | Director | Shares: 18334 | Value: $363,929.9 | Percent: 2.779209% | Link: https://www.sec.gov/Archives/edgar/data/1032469/000197309725000016/0001973097-25-000016.txt
2025-08-18 13:51:11 | WRIGHT JAY O | Officer | Shares: 500000 | Value: $640,000.0 | Percent: 0.053711% | Link: https://www.sec.gov/Archives/edgar/data/1877939/000196530125000126/0001965301-25-000126.txt
2025-08-18 13:51:12 | WRIGHT JAY O | Officer | Shares: 500000 | Value: $640,000.0 | Percent: 0.053711% | Link: https://www.sec.gov/Archives/edgar/data/1310272/000196530125000126/0001965301-25-000126.txt
2025-08-18 14:37:51 | SIEVERT G MICHAEL | Officer | Shares: 22500 | Value: $5,751,225.0 | Percent: 0.001999% | Link: https://www.sec.gov/Archives/edgar/data/1283699/000195917325005260/0001959173-25-005260.txt
2025-08-18 14:37:52 | SIEVERT G MICHAEL | Officer | Shares: 22500 | Value: $5,751,225.0 | Percent: 0.001999% | Link: https://www.sec.gov/Archives/edgar/data/1182438/000195917325005260/0001959173-25-005260.txt
2025-08-18 14:37:54 | PAN TSAI-CHUN | Officer | Shares: 400960 | Value: $10,358,602.66 | Percent: 0.025887% | Link: https://www.sec.gov/Archives/edgar/data/1990993/000199099325000005/0001990993-25-000005.txt
2025-08-18 14:37:55 | PAN TSAI-CHUN | Officer | Shares: 400960 | Value: $10,358,602.66 | Percent: 0.025887% | Link: https://www.sec.gov/Archives/edgar/data/1744676/000199099325000005/0001990993-25-000005.txt
2025-08-18 14:37:58 | Dudum Andrew | Officer | Shares: 128127 | Value: $5,793,902.94 | Percent: 0.058871% | Link: https://www.sec.gov/Archives/edgar/data/1837796/000195917325005259/0001959173-25-005259.txt
2025-08-18 14:37:59 | Dudum Andrew | Officer | Shares: 128127 | Value: $5,793,902.94 | Percent: 0.058871% | Link: https://www.sec.gov/Archives/edgar/data/1773751/000195917325005259/0001959173-25-005259.txt
2025-08-18 14:38:01 | Galvin Carmel | Officer | Shares: 11155 | Value: $351,717.15 | Percent: 0.009543% | Link: https://www.sec.gov/Archives/edgar/data/1835830/000195917325005258/0001959173-25-005258.txt
2025-08-18 14:38:02 | Galvin Carmel | Officer | Shares: 11155 | Value: $351,717.15 | Percent: 0.009543% | Link: https://www.sec.gov/Archives/edgar/data/1733091/000195917325005258/0001959173-25-005258.txt
2025-08-18 14:53:36 | Hohenstein Ken | Officer | Shares: 20000 | Value: $431,200.0 | Percent: 0.022692% | Link: https://www.sec.gov/Archives/edgar/data/2031265/000195917325005264/0001959173-25-005264.txt
2025-08-18 14:53:37 | Hohenstein Ken | Officer | Shares: 20000 | Value: $431,200.0 | Percent: 0.022692% | Link: https://www.sec.gov/Archives/edgar/data/1889956/000195917325005264/0001959173-25-005264.txt
2025-08-18 14:53:39 | Ferguson Toby | Officer | Shares: 19000 | Value: $70,680.0 | Percent: 0.034253% | Link: https://www.sec.gov/Archives/edgar/data/2015616/000195917325005261/0001959173-25-005261.txt
2025-08-18 14:53:41 | Ferguson Toby | Officer | Shares: 19000 | Value: $70,680.0 | Percent: 0.034253% | Link: https://www.sec.gov/Archives/edgar/data/1640266/000195917325005261/0001959173-25-005261.txt
2025-08-18 15:13:51 | Keith A Bentley 2007 Gift Trust FBO David Bentley | 10% Stockholder | Shares: 25000 | Value: $1,347,000.0 | Percent: 0.008559% | Link: https://www.sec.gov/Archives/edgar/data/1977108/000194984625000381/0001949846-25-000381.txt
2025-08-18 15:13:52 | Keith A Bentley 2007 Gift Trust FBO David Bentley | 10% Stockholder | Shares: 25000 | Value: $1,347,000.0 | Percent: 0.008559% | Link: https://www.sec.gov/Archives/edgar/data/1031308/000194984625000381/0001949846-25-000381.txt
2025-08-18 15:13:53 | Kelly Patrick Arthur | Officer | Shares: 24000 | Value: $1,391,976.0 | Percent: 0.006102% | Link: https://www.sec.gov/Archives/edgar/data/1887616/000195917325005266/0001959173-25-005266.txt
2025-08-18 15:13:54 | Kelly Patrick Arthur | Officer | Shares: 24000 | Value: $1,391,976.0 | Percent: 0.006102% | Link: https://www.sec.gov/Archives/edgar/data/1819989/000195917325005266/0001959173-25-005266.txt
2025-08-18 15:37:57 | Comparato Christopher P | Former Officer and Director | Shares: 124509 | Value: $5,372,563.35 | Percent: 0.024414% | Link: https://www.sec.gov/Archives/edgar/data/1868272/000195917325005271/0001959173-25-005271.txt
2025-08-18 15:37:58 | Comparato Christopher P | Former Officer and Director | Shares: 124509 | Value: $5,372,563.35 | Percent: 0.024414% | Link: https://www.sec.gov/Archives/edgar/data/1650164/000195917325005271/0001959173-25-005271.txt
2025-08-18 15:51:54 | GROSSMAN CARY M | Director | Shares: 75000 | Value: $447,000.0 | Percent: 0.019070% | Link: https://www.sec.gov/Archives/edgar/data/1819989/000194984625000383/0001949846-25-000383.txt
2025-08-18 15:51:55 | GROSSMAN CARY M | Director | Shares: 75000 | Value: $447,000.0 | Percent: 0.019070% | Link: https://www.sec.gov/Archives/edgar/data/1240259/000194984625000383/0001949846-25-000383.txt
2025-08-18 15:51:57 | Needham Daniel R. | Officer | Shares: 7200 | Value: $1,051,200.0 | Percent: 0.003137% | Link: https://www.sec.gov/Archives/edgar/data/1843254/000195917325005274/0001959173-25-005274.txt
2025-08-18 15:51:57 | Needham Daniel R. | Officer | Shares: 7200 | Value: $1,051,200.0 | Percent: 0.003137% | Link: https://www.sec.gov/Archives/edgar/data/73309/000195917325005274/0001959173-25-005274.txt
2025-08-18 15:51:58 | Read Brian | Officer | Shares: 10195 | Value: $100,114.9 | Percent: 0.017026% | Link: https://www.sec.gov/Archives/edgar/data/2021854/000197407825000258/0001974078-25-000258.txt
2025-08-18 15:51:58 | Read Brian | Officer | Shares: 10195 | Value: $100,114.9 | Percent: 0.017026% | Link: https://www.sec.gov/Archives/edgar/data/1832483/000197407825000258/0001974078-25-000258.txt
2025-08-18 16:36:46 | Dudum Andrew | Officer | Shares: 47534 | Value: $2,141,494.49 | Percent: 0.021840% | Link: https://www.sec.gov/Archives/edgar/data/1837796/000195917325005276/0001959173-25-005276.txt
2025-08-18 16:36:46 | Dudum Andrew | Officer | Shares: 47534 | Value: $2,141,494.49 | Percent: 0.021840% | Link: https://www.sec.gov/Archives/edgar/data/1773751/000195917325005276/0001959173-25-005276.txt
2025-08-18 17:18:17 | Thiel Frederick G | Officer | Shares: 27505 | Value: $420,276.4 | Percent: 0.007425% | Link: https://www.sec.gov/Archives/edgar/data/1567383/000195917325005278/0001959173-25-005278.txt
2025-08-18 17:18:18 | Thiel Frederick G | Officer | Shares: 27505 | Value: $420,276.4 | Percent: 0.007425% | Link: https://www.sec.gov/Archives/edgar/data/1507605/000195917325005278/0001959173-25-005278.txt
2025-08-18 17:40:06 | QUERY KENNETH REX | Officer | Shares: 10000 | Value: $1,454,100.0 | Percent: 0.004357% | Link: https://www.sec.gov/Archives/edgar/data/1181114/000200731725000891/0002007317-25-000891.txt
2025-08-18 17:40:06 | QUERY KENNETH REX | Officer | Shares: 10000 | Value: $1,454,100.0 | Percent: 0.004357% | Link: https://www.sec.gov/Archives/edgar/data/73309/000200731725000891/0002007317-25-000891.txt
2025-08-18 17:52:04 | Wozniak Beth | Officer | Shares: 42331 | Value: $3,727,244.55 | Percent: 0.026301% | Link: https://www.sec.gov/Archives/edgar/data/1720635/000195917325005279/0001959173-25-005279.txt
2025-08-18 17:52:06 | Wozniak Beth | Officer | Shares: 42331 | Value: $3,727,244.55 | Percent: 0.026301% | Link: https://www.sec.gov/Archives/edgar/data/1654174/000195917325005279/0001959173-25-005279.txt
2025-08-18 18:13:27 | Parsley E William III | Officer | Shares: 15795 | Value: $3,031,060.5 | Percent: 0.004011% | Link: https://www.sec.gov/Archives/edgar/data/1499810/000195917325005281/0001959173-25-005281.txt
2025-08-18 18:13:28 | Parsley E William III | Officer | Shares: 15795 | Value: $3,031,060.5 | Percent: 0.004011% | Link: https://www.sec.gov/Archives/edgar/data/713676/000195917325005281/0001959173-25-005281.txt
2025-08-18 18:47:20 | Leonsis Theodore | Director | Shares: 44000 | Value: $3,075,786.12 | Percent: 0.026084% | Link: https://www.sec.gov/Archives/edgar/data/1717115/000196624925000030/0001966249-25-000030.txt
2025-08-18 18:47:21 | Leonsis Theodore | Director | Shares: 44000 | Value: $3,075,786.12 | Percent: 0.026084% | Link: https://www.sec.gov/Archives/edgar/data/1452645/000196624925000030/0001966249-25-000030.txt
2025-08-18 19:01:26 | Keith Smith | Officer | Shares: 100000 | Value: $8,300,000.0 | Percent: 0.124713% | Link: https://www.sec.gov/Archives/edgar/data/1186757/000196922325000624/0001969223-25-000624.txt
2025-08-18 19:01:27 | Keith Smith | Officer | Shares: 100000 | Value: $8,300,000.0 | Percent: 0.124713% | Link: https://www.sec.gov/Archives/edgar/data/906553/000196922325000624/0001969223-25-000624.txt
2025-08-18 19:24:35 | Khan Najat | Officer | Shares: 36599 | Value: $202,169.22 | Percent: 0.008565% | Link: https://www.sec.gov/Archives/edgar/data/2020969/000195917325005288/0001959173-25-005288.txt
2025-08-18 19:24:36 | Khan Najat | Officer | Shares: 36599 | Value: $202,169.22 | Percent: 0.008565% | Link: https://www.sec.gov/Archives/edgar/data/1601830/000195917325005288/0001959173-25-005288.txt
2025-08-18 19:46:40 | Pritchard Marc S. | Officer | Shares: 11198 | Value: $1,734,626.19 | Percent: 0.000478% | Link: https://www.sec.gov/Archives/edgar/data/1440364/000008042425000112/0000080424-25-000112.txt
2025-08-18 19:46:40 | Pritchard Marc S. | Officer | Shares: 11198 | Value: $1,734,626.19 | Percent: 0.000478% | Link: https://www.sec.gov/Archives/edgar/data/80424/000008042425000112/0000080424-25-000112.txt
2025-08-18 19:46:43 | Bernes Marshall | Director | Shares: 24000 | Value: $778,920.0 | Percent: 0.081110% | Link: https://www.sec.gov/Archives/edgar/data/2045034/000194984625000385/0001949846-25-000385.txt
2025-08-18 19:46:44 | Bernes Marshall | Director | Shares: 24000 | Value: $778,920.0 | Percent: 0.081110% | Link: https://www.sec.gov/Archives/edgar/data/1857816/000194984625000385/0001949846-25-000385.txt
2025-08-18 19:55:55 | Francisco Ma. Fatima | Officer | Shares: 10686 | Value: $1,655,314.83 | Percent: 0.000456% | Link: https://www.sec.gov/Archives/edgar/data/1747222/000008042425000116/0000080424-25-000116.txt
2025-08-18 19:55:55 | Francisco Ma. Fatima | Officer | Shares: 10686 | Value: $1,655,314.83 | Percent: 0.000456% | Link: https://www.sec.gov/Archives/edgar/data/80424/000008042425000116/0000080424-25-000116.txt
2025-08-18 19:55:56 | Moeller Jon R | Officer | Shares: 47232 | Value: $7,316,472.96 | Percent: 0.002016% | Link: https://www.sec.gov/Archives/edgar/data/1450613/000008042425000114/0000080424-25-000114.txt
2025-08-18 19:55:56 | Moeller Jon R | Officer | Shares: 47232 | Value: $7,316,472.96 | Percent: 0.002016% | Link: https://www.sec.gov/Archives/edgar/data/80424/000008042425000114/0000080424-25-000114.txt
2025-08-18 20:19:04 | JOSEPH R HANLEY | Officer | Shares: 68759 | Value: $2,623,676.18 | Percent: 0.063666% | Link: https://www.sec.gov/Archives/edgar/data/1298040/000195004725005968/0001950047-25-005968.txt
2025-08-18 20:19:05 | JOSEPH R HANLEY | Officer | Shares: 68759 | Value: $2,623,676.18 | Percent: 0.063666% | Link: https://www.sec.gov/Archives/edgar/data/1051512/000195004725005968/0001950047-25-005968.txt
2025-08-18 20:19:08 | MATTHEW LEONARD | Director | Shares: 6937 | Value: $611,644.31 | Percent: 0.031984% | Link: https://www.sec.gov/Archives/edgar/data/1773152/000195004725005967/0001950047-25-005967.txt
2025-08-18 20:19:09 | MATTHEW LEONARD | Director | Shares: 6937 | Value: $611,644.31 | Percent: 0.031984% | Link: https://www.sec.gov/Archives/edgar/data/1023024/000195004725005967/0001950047-25-005967.txt
2025-08-18 20:19:10 | AMPERSAND 2020 LIMITED PARTNERSHIP | Director | Shares: 29580 | Value: $2,612,419.82 | Percent: 0.136384% | Link: https://www.sec.gov/Archives/edgar/data/1806621/000195004725005966/0001950047-25-005966.txt
2025-08-18 20:19:11 | AMPERSAND 2020 LIMITED PARTNERSHIP | Director | Shares: 29580 | Value: $2,612,419.82 | Percent: 0.136384% | Link: https://www.sec.gov/Archives/edgar/data/1023024/000195004725005966/0001950047-25-005966.txt
2025-08-18 20:19:13 | RICHARD S PRESS | Board Member | Shares: 15000 | Value: $1,038,450.0 | Percent: 0.034148% | Link: https://www.sec.gov/Archives/edgar/data/1373670/000196858225000755/0001968582-25-000755.txt
2025-08-18 20:19:14 | RICHARD S PRESS | Board Member | Shares: 15000 | Value: $1,038,450.0 | Percent: 0.034148% | Link: https://www.sec.gov/Archives/edgar/data/1371746/000196858225000755/0001968582-25-000755.txt
2025-08-18 20:36:59 | ASHRAF ALKARMI | Officer | Shares: 10098 | Value: $280,926.36 | Percent: 0.005221% | Link: https://www.sec.gov/Archives/edgar/data/2060166/000195004725005994/0001950047-25-005994.txt
2025-08-18 20:36:59 | ASHRAF ALKARMI | Officer | Shares: 10098 | Value: $280,926.36 | Percent: 0.005221% | Link: https://www.sec.gov/Archives/edgar/data/1467623/000195004725005994/0001950047-25-005994.txt
2025-08-18 20:37:00 | ALI DASDAN | Officer | Shares: 5666 | Value: $157,628.12 | Percent: 0.002929% | Link: https://www.sec.gov/Archives/edgar/data/1963980/000195004725005992/0001950047-25-005992.txt
2025-08-18 20:37:01 | ALI DASDAN | Officer | Shares: 5666 | Value: $157,628.12 | Percent: 0.002929% | Link: https://www.sec.gov/Archives/edgar/data/1467623/000195004725005992/0001950047-25-005992.txt
2025-08-18 20:37:02 | LI SUSAN J | Officer | Shares: 18332 | Value: $14,018,623.0 | Percent: 0.000845% | Link: https://www.sec.gov/Archives/edgar/data/1739092/000192109425000972/0001921094-25-000972.txt
2025-08-18 20:37:03 | LI SUSAN J | Officer | Shares: 18332 | Value: $14,018,623.0 | Percent: 0.000845% | Link: https://www.sec.gov/Archives/edgar/data/1326801/000192109425000972/0001921094-25-000972.txt
2025-08-18 20:37:06 | ELIZABETH CODDINGTON | Officer | Shares: 118681 | Value: $1,011,162.12 | Percent: 0.030281% | Link: https://www.sec.gov/Archives/edgar/data/1932433/000195004725005991/0001950047-25-005991.txt
2025-08-18 20:37:07 | ELIZABETH CODDINGTON | Officer | Shares: 118681 | Value: $1,011,162.12 | Percent: 0.030281% | Link: https://www.sec.gov/Archives/edgar/data/1639825/000195004725005991/0001950047-25-005991.txt
2025-08-18 20:48:03 | Keeney Scott H | Officer | Shares: 18064 | Value: $482,083.0 | Percent: 0.036201% | Link: https://www.sec.gov/Archives/edgar/data/1738235/000195917325005315/0001959173-25-005315.txt
2025-08-18 20:48:04 | Keeney Scott H | Officer | Shares: 18064 | Value: $482,083.0 | Percent: 0.036201% | Link: https://www.sec.gov/Archives/edgar/data/1124796/000195917325005315/0001959173-25-005315.txt
2025-08-18 20:48:04 | Klimek Amy M. | Officer | Shares: 38676 | Value: $1,098,725.0 | Percent: 0.047599% | Link: https://www.sec.gov/Archives/edgar/data/1674931/000200731725000895/0002007317-25-000895.txt
2025-08-18 20:48:05 | Klimek Amy M. | Officer | Shares: 38676 | Value: $1,098,725.0 | Percent: 0.047599% | Link: https://www.sec.gov/Archives/edgar/data/110471/000200731725000895/0002007317-25-000895.txt
2025-08-18 20:48:06 | ROBERT WARREN OHARE | Officer | Shares: 11405 | Value: $897,801.6 | Percent: 0.004047% | Link: https://www.sec.gov/Archives/edgar/data/1820953/000195004725006006/0001950047-25-006006.txt
2025-08-18 20:48:07 | ROBERT WARREN OHARE | Officer | Shares: 11405 | Value: $897,801.6 | Percent: 0.004047% | Link: https://www.sec.gov/Archives/edgar/data/1633877/000195004725006006/0001950047-25-006006.txt
2025-08-18 20:48:09 | ELIZABETH F CODDINGTON | Officer | Shares: 67139 | Value: $563,611.76 | Percent: 0.017131% | Link: https://www.sec.gov/Archives/edgar/data/1932433/000195004725006005/0001950047-25-006005.txt
2025-08-18 20:48:10 | ELIZABETH F CODDINGTON | Officer | Shares: 67139 | Value: $563,611.76 | Percent: 0.017131% | Link: https://www.sec.gov/Archives/edgar/data/1639825/000195004725006005/0001950047-25-006005.txt
2025-08-18 20:57:27 | Mohan Ajit | Officer | Shares: 184287 | Value: $1,322,312.0 | Percent: 0.012836% | Link: https://www.sec.gov/Archives/edgar/data/2062182/000192109425000976/0001921094-25-000976.txt
2025-08-18 20:57:28 | Mohan Ajit | Officer | Shares: 184287 | Value: $1,322,312.0 | Percent: 0.012836% | Link: https://www.sec.gov/Archives/edgar/data/1564408/000192109425000976/0001921094-25-000976.txt
2025-08-18 20:57:30 | ERICA GESSERT | Officer | Shares: 19036 | Value: $263,364.96 | Percent: 0.014355% | Link: https://www.sec.gov/Archives/edgar/data/1975669/000195004725006008/0001950047-25-006008.txt
2025-08-18 20:57:30 | ERICA GESSERT | Officer | Shares: 19036 | Value: $263,364.96 | Percent: 0.014355% | Link: https://www.sec.gov/Archives/edgar/data/1627475/000195004725006008/0001950047-25-006008.txt
2025-08-18 20:57:31 | Andersen Derek | Officer | Shares: 60966 | Value: $437,431.0 | Percent: 0.004246% | Link: https://www.sec.gov/Archives/edgar/data/1777086/000192109425000975/0001921094-25-000975.txt
2025-08-18 20:57:32 | Andersen Derek | Officer | Shares: 60966 | Value: $437,431.0 | Percent: 0.004246% | Link: https://www.sec.gov/Archives/edgar/data/1564408/000192109425000975/0001921094-25-000975.txt
2025-08-18 20:57:34 | Akash Khurana | Officer | Shares: 7000 | Value: $1,456,818.3 | Percent: 0.014385% | Link: https://www.sec.gov/Archives/edgar/data/1832407/000196922325000630/0001969223-25-000630.txt
2025-08-18 20:57:35 | DION SANDERS | Officer | Shares: 122917 | Value: $1,025,656.32 | Percent: 0.031362% | Link: https://www.sec.gov/Archives/edgar/data/1680798/000195004725006007/0001950047-25-006007.txt
2025-08-18 20:57:36 | DION SANDERS | Officer | Shares: 122917 | Value: $1,025,656.32 | Percent: 0.031362% | Link: https://www.sec.gov/Archives/edgar/data/1639825/000195004725006007/0001950047-25-006007.txt
2025-08-18 20:57:37 | Akash Khurana | Officer | Shares: 7000 | Value: $1,456,818.3 | Percent: 0.014385% | Link: https://www.sec.gov/Archives/edgar/data/929008/000196922325000630/0001969223-25-000630.txt
2025-08-18 21:18:57 | WALLMAN RICHARD F | Former Director | Shares: 22500 | Value: $3,420,000.0 | Percent: 0.045810% | Link: https://www.sec.gov/Archives/edgar/data/1198092/000196430625000329/0001964306-25-000329.txt
2025-08-18 21:18:58 | WALLMAN RICHARD F | Former Director | Shares: 22500 | Value: $3,420,000.0 | Percent: 0.045810% | Link: https://www.sec.gov/Archives/edgar/data/1100682/000196430625000329/0001964306-25-000329.txt
2025-08-18 21:19:01 | THOMAS BRISBIN | Director | Shares: 5082 | Value: $570,904.77 | Percent: 0.034654% | Link: https://www.sec.gov/Archives/edgar/data/1395188/000195004725006012/0001950047-25-006012.txt
2025-08-18 21:19:02 | THOMAS BRISBIN | Director | Shares: 5082 | Value: $570,904.77 | Percent: 0.034654% | Link: https://www.sec.gov/Archives/edgar/data/1370450/000195004725006012/0001950047-25-006012.txt
2025-08-18 21:19:04 | Tessari Eben | Officer | Shares: 16200 | Value: $547,070.0 | Percent: 0.037265% | Link: https://www.sec.gov/Archives/edgar/data/1867899/000192109425000981/0001921094-25-000981.txt
2025-08-18 21:19:05 | Tessari Eben | Officer | Shares: 16200 | Value: $547,070.0 | Percent: 0.037265% | Link: https://www.sec.gov/Archives/edgar/data/1730430/000192109425000981/0001921094-25-000981.txt
2025-08-18 21:19:07 | MARCUS JEWELL | OFFICER | Shares: 15995 | Value: $249,522.0 | Percent: 0.006535% | Link: https://www.sec.gov/Archives/edgar/data/1875661/000121390025077996/0001213900-25-077996.txt
2025-08-18 21:19:09 | MARCUS JEWELL | OFFICER | Shares: 15995 | Value: $249,522.0 | Percent: 0.006535% | Link: https://www.sec.gov/Archives/edgar/data/1854587/000121390025077996/0001213900-25-077996.txt
2025-08-18 21:32:30 | PRITESH DAMANI | Officer | Shares: 52459 | Value: $237,392.71 | Percent: 0.025206% | Link: https://www.sec.gov/Archives/edgar/data/2009371/000195004725006015/0001950047-25-006015.txt
2025-08-18 21:32:31 | PRITESH DAMANI | Officer | Shares: 52459 | Value: $237,392.71 | Percent: 0.025206% | Link: https://www.sec.gov/Archives/edgar/data/1862461/000195004725006015/0001950047-25-006015.txt
2025-08-18 21:32:33 | Randall C.  Stuewe | CEO | Shares: 35000 | Value: $1,091,300.0 | Percent: 0.022130% | Link: https://www.sec.gov/Archives/edgar/data/1256109/000196858225000758/0001968582-25-000758.txt
2025-08-18 21:32:34 | Randall C.  Stuewe | CEO | Shares: 35000 | Value: $1,091,300.0 | Percent: 0.022130% | Link: https://www.sec.gov/Archives/edgar/data/916540/000196858225000758/0001968582-25-000758.txt
2025-08-18 21:43:26 | Sughrue John | Director | Shares: 5669 | Value: $181,409.13 | Percent: 0.010355% | Link: https://www.sec.gov/Archives/edgar/data/1621654/000195724425000016/0001957244-25-000016.txt
2025-08-18 21:43:27 | Sughrue John | Director | Shares: 5669 | Value: $181,409.13 | Percent: 0.010355% | Link: https://www.sec.gov/Archives/edgar/data/1501570/000195724425000016/0001957244-25-000016.txt
2025-08-18 21:43:29 | JEREMY BENDER | Officer | Shares: 16058 | Value: $108,666.09 | Percent: 0.015677% | Link: https://www.sec.gov/Archives/edgar/data/1863107/000195004725006016/0001950047-25-006016.txt
2025-08-18 21:43:30 | JEREMY BENDER | Officer | Shares: 16058 | Value: $108,666.09 | Percent: 0.015677% | Link: https://www.sec.gov/Archives/edgar/data/1845337/000195004725006016/0001950047-25-006016.txt
2025-08-18 22:31:42 | RATI SAHI LEVESQUE | Officer | Shares: 60750 | Value: $486,236.93 | Percent: 0.052717% | Link: https://www.sec.gov/Archives/edgar/data/1780551/000195004725006020/0001950047-25-006020.txt
2025-08-18 22:31:43 | RATI SAHI LEVESQUE | Officer | Shares: 60750 | Value: $486,236.93 | Percent: 0.052717% | Link: https://www.sec.gov/Archives/edgar/data/1573221/000195004725006020/0001950047-25-006020.txt
2025-08-18 22:31:45 | HAYDEN BROWN | Officer | Shares: 25577 | Value: $353,860.35 | Percent: 0.019288% | Link: https://www.sec.gov/Archives/edgar/data/1753662/000195004725006019/0001950047-25-006019.txt
2025-08-18 22:31:48 | HAYDEN BROWN | Officer | Shares: 25577 | Value: $353,860.35 | Percent: 0.019288% | Link: https://www.sec.gov/Archives/edgar/data/1627475/000195004725006019/0001950047-25-006019.txt
